Date,Confirmed,Deceased,Recovered,State_Name
10-May-20,0,0,0,Goa
10-May-20,398,21,454,Gujarat
10-May-20,6,0,0,Himachal Pradesh
10-May-20,28,1,10,Haryana
10-May-20,1,0,0,Jharkhand
10-May-20,25,0,15,Jammu and Kashmir
10-May-20,54,1,36,Karnataka
10-May-20,7,0,4,Kerala
10-May-20,0,0,3,Ladakh
10-May-20,0,0,0,Lakshadweep
10-May-20,1943,53,399,Maharashtra
10-May-20,0,0,0,Meghalaya
10-May-20,0,0,0,Manipur
10-May-20,157,4,196,Madhya Pradesh
10-May-20,0,0,0,Mizoram
10-May-20,0,0,0,Nagaland
10-May-20,25,0,0,Odisha
10-May-20,61,0,9,Punjab
10-May-20,2,0,1,Puducherry
10-May-20,106,2,79,Rajasthan
10-May-20,0,0,0,Sikkim
10-May-20,33,0,0,Telangana
10-May-20,669,3,135,Tamil Nadu
10-May-20,16,0,0,Tripura
10-May-20,4311,112,1669,Total
10-May-20,0,0,0,State Unassigned
10-May-20,94,5,154,Uttar Pradesh
10-May-20,1,0,0,Uttarakhand
10-May-20,153,14,45,West Bengal
11-May-20,0,0,0,Andaman and Nicobar Islands
11-May-20,38,0,73,Andhra Pradesh
11-May-20,0,0,0,Arunachal Pradesh
11-May-20,2,0,5,Assam
11-May-20,42,0,23,Bihar
11-May-20,8,0,4,Chandigarh
11-May-20,0,0,4,Chhattisgarh
11-May-20,0,0,0,Daman and Diu
11-May-20,310,0,60,Delhi
11-May-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
11-May-20,0,0,0,Goa
11-May-20,347,20,235,Gujarat
11-May-20,1,0,0,Himachal Pradesh
11-May-20,27,1,37,Haryana
11-May-20,4,0,0,Jharkhand
11-May-20,18,1,44,Jammu and Kashmir
11-May-20,14,0,4,Karnataka
11-May-20,7,0,0,Kerala
11-May-20,0,0,1,Ladakh
11-May-20,0,0,0,Lakshadweep
11-May-20,1230,36,587,Maharashtra
11-May-20,0,0,0,Meghalaya
11-May-20,0,0,0,Manipur
11-May-20,171,6,71,Madhya Pradesh
11-May-20,0,0,0,Mizoram
11-May-20,0,0,0,Nagaland
11-May-20,38,0,17,Odisha
11-May-20,54,0,2,Punjab
11-May-20,0,0,0,Puducherry
11-May-20,174,5,83,Rajasthan
11-May-20,0,0,0,Sikkim
11-May-20,79,0,50,Telangana
11-May-20,798,6,92,Tamil Nadu
11-May-20,0,0,0,Tripura
11-May-20,3592,81,1579,Total
11-May-20,0,0,0,State Unassigned
11-May-20,106,1,105,Uttar Pradesh
11-May-20,0,0,0,Uttarakhand
11-May-20,124,5,82,West Bengal
12-May-20,0,0,0,Andaman and Nicobar Islands
12-May-20,71,1,58,Andhra Pradesh
12-May-20,0,0,0,Arunachal Pradesh
12-May-20,0,0,0,Assam
12-May-20,130,0,5,Bihar
12-May-20,6,0,2,Chandigarh
12-May-20,0,0,1,Chhattisgarh
12-May-20,0,0,0,Daman and Diu
12-May-20,406,13,383,Delhi
12-May-20,0,0,1,Dadra and Nagar Haveli and Daman and Diu
12-May-20,0,0,0,Goa
12-May-20,362,24,466,Gujarat
12-May-20,8,0,0,Himachal Pradesh
12-May-20,50,0,5,Haryana
12-May-20,11,0,1,Jharkhand
12-May-20,55,0,28,Jammu and Kashmir
12-May-20,63,0,7,Karnataka
12-May-20,5,0,0,Kerala
12-May-20,0,0,0,Ladakh
12-May-20,0,0,0,Lakshadweep
12-May-20,1026,53,339,Maharashtra
12-May-20,0,0,0,Meghalaya
12-May-20,0,0,0,Manipur
12-May-20,201,4,113,Madhya Pradesh
12-May-20,0,0,0,Mizoram
12-May-20,0,0,0,Nagaland
12-May-20,22,0,31,Odisha
12-May-20,37,1,3,Punjab
12-May-20,0,0,0,Puducherry
12-May-20,138,4,130,Rajasthan
12-May-20,0,0,0,Sikkim
12-May-20,51,2,21,Telangana
12-May-20,716,8,83,Tamil Nadu
12-May-20,2,0,0,Tripura
12-May-20,3562,120,1905,Total
12-May-20,0,0,0,State Unassigned
12-May-20,91,2,115,Uttar Pradesh
12-May-20,1,0,0,Uttarakhand
12-May-20,110,8,113,West Bengal
13-May-20,0,0,0,Andaman and Nicobar Islands
13-May-20,48,1,86,Andhra Pradesh
13-May-20,0,0,0,Arunachal Pradesh
13-May-20,15,0,0,Assam
13-May-20,74,1,18,Bihar
13-May-20,4,0,0,Chandigarh
13-May-20,0,0,1,Chhattisgarh
13-May-20,0,0,0,Daman and Diu
13-May-20,359,20,346,Delhi
13-May-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
13-May-20,0,0,0,Goa
13-May-20,364,29,316,Gujarat
13-May-20,1,0,0,Himachal Pradesh
13-May-20,13,0,76,Haryana
13-May-20,5,0,8,Jharkhand
13-May-20,37,1,11,Jammu and Kashmir
13-May-20,34,2,18,Karnataka
13-May-20,10,0,1,Kerala
13-May-20,1,0,0,Ladakh
13-May-20,0,0,0,Lakshadweep
13-May-20,1495,54,422,Maharashtra
13-May-20,0,0,1,Meghalaya
13-May-20,0,0,0,Manipur
13-May-20,187,7,144,Madhya Pradesh
13-May-20,0,0,0,Mizoram
13-May-20,0,0,0,Nagaland
13-May-20,101,0,27,Odisha
13-May-20,10,0,29,Punjab
13-May-20,1,0,0,Puducherry
13-May-20,202,4,119,Rajasthan
13-May-20,0,0,0,Sikkim
13-May-20,41,2,117,Telangana
13-May-20,509,3,41,Tamil Nadu
13-May-20,1,0,0,Tripura
13-May-20,3726,137,1963,Total
13-May-20,0,0,0,State Unassigned
13-May-20,94,4,92,Uttar Pradesh
13-May-20,3,0,0,Uttarakhand
13-May-20,117,9,90,West Bengal
14-May-20,0,0,0,Andaman and Nicobar Islands
14-May-20,68,1,50,Andhra Pradesh
14-May-20,0,0,0,Arunachal Pradesh
14-May-20,7,0,0,Assam
14-May-20,46,0,12,Bihar
14-May-20,0,0,7,Chandigarh
14-May-20,1,0,1,Chhattisgarh
14-May-20,0,0,0,Daman and Diu
14-May-20,472,9,187,Delhi
14-May-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
14-May-20,8,0,0,Goa
14-May-20,324,20,191,Gujarat
14-May-20,6,0,0,Himachal Pradesh
14-May-20,25,0,21,Haryana
14-May-20,26,0,0,Jharkhand
14-May-20,12,0,19,Jammu and Kashmir
14-May-20,28,2,9,Karnataka
14-May-20,26,0,3,Kerala
14-May-20,0,0,0,Ladakh
14-May-20,0,0,0,Lakshadweep
14-May-20,1602,44,542,Maharashtra
14-May-20,0,0,0,Meghalaya
14-May-20,1,0,0,Manipur
14-May-20,253,5,167,Madhya Pradesh
14-May-20,0,0,0,Mizoram
14-May-20,0,0,0,Nagaland
14-May-20,134,0,15,Odisha
14-May-20,11,0,23,Punjab
14-May-20,3,0,0,Puducherry
14-May-20,206,4,65,Rajasthan
14-May-20,0,0,0,Sikkim
14-May-20,47,0,13,Telangana
14-May-20,447,2,65,Tamil Nadu
14-May-20,1,0,27,Tripura
14-May-20,3991,97,1594,Total
14-May-20,0,0,0,State Unassigned
14-May-20,144,2,107,Uttar Pradesh
14-May-20,6,0,4,Uttarakhand
14-May-20,87,8,66,West Bengal
15-May-20,0,0,0,Andaman and Nicobar Islands
15-May-20,102,0,60,Andhra Pradesh
15-May-20,0,0,0,Arunachal Pradesh
15-May-20,3,0,1,Assam
15-May-20,34,0,28,Bihar
15-May-20,0,0,3,Chandigarh
15-May-20,6,0,0,Chhattisgarh
15-May-20,0,0,0,Daman and Diu
15-May-20,425,8,473,Delhi
15-May-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
15-May-20,0,0,0,Goa
15-May-20,340,20,282,Gujarat
15-May-20,2,0,0,Himachal Pradesh
15-May-20,36,2,25,Haryana
15-May-20,8,0,10,Jharkhand
15-May-20,30,0,28,Jammu and Kashmir
15-May-20,69,1,20,Karnataka
15-May-20,16,0,0,Kerala
15-May-20,0,0,2,Ladakh
15-May-20,0,0,0,Lakshadweep
15-May-20,1576,49,475,Maharashtra
15-May-20,0,0,0,Meghalaya
15-May-20,0,0,0,Manipur
15-May-20,169,2,112,Madhya Pradesh
15-May-20,0,0,0,Mizoram
15-May-20,0,0,0,Nagaland
15-May-20,65,0,8,Odisha
15-May-20,-3,0,82,Punjab
15-May-20,0,0,0,Puducherry
15-May-20,213,0,91,Rajasthan
15-May-20,0,0,0,Sikkim
15-May-20,40,0,7,Telangana
15-May-20,434,5,359,Tamil Nadu
15-May-20,0,0,13,Tripura
15-May-20,3808,104,2234,Total
15-May-20,0,0,0,State Unassigned
15-May-20,155,7,93,Uttar Pradesh
15-May-20,4,0,1,Uttarakhand
15-May-20,84,10,61,West Bengal
16-May-20,0,0,0,Andaman and Nicobar Islands
16-May-20,48,1,101,Andhra Pradesh
16-May-20,0,0,0,Arunachal Pradesh
16-May-20,3,0,0,Assam
16-May-20,145,1,33,Bihar
16-May-20,0,0,11,Chandigarh
16-May-20,1,0,2,Chhattisgarh
16-May-20,0,0,0,Daman and Diu
16-May-20,438,6,408,Delhi
16-May-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
16-May-20,5,0,0,Goa
16-May-20,1057,19,273,Gujarat
16-May-20,2,0,4,Himachal Pradesh
16-May-20,33,0,50,Haryana
16-May-20,6,0,16,Jharkhand
16-May-20,108,1,29,Jammu and Kashmir
16-May-20,36,0,16,Karnataka
16-May-20,11,0,4,Kerala
16-May-20,0,0,0,Ladakh
16-May-20,0,0,0,Lakshadweep
16-May-20,1606,67,524,Maharashtra
16-May-20,0,0,0,Meghalaya
16-May-20,4,0,0,Manipur
16-May-20,195,4,32,Madhya Pradesh
16-May-20,0,0,0,Mizoram
16-May-20,0,0,0,Nagaland
16-May-20,0,0,30,Odisha
16-May-20,14,0,952,Punjab
16-May-20,1,0,0,Puducherry
16-May-20,213,1,215,Rajasthan
16-May-20,0,0,0,Sikkim
16-May-20,55,0,12,Telangana
16-May-20,477,4,939,Tamil Nadu
16-May-20,11,0,22,Tripura
16-May-20,4794,120,4012,Total
16-May-20,0,0,0,State Unassigned
16-May-20,201,9,276,Uttar Pradesh
16-May-20,9,0,0,Uttarakhand
16-May-20,115,7,63,West Bengal
17-May-20,0,0,0,Andaman and Nicobar Islands
17-May-20,25,1,103,Andhra Pradesh
17-May-20,0,0,0,Arunachal Pradesh
17-May-20,8,0,1,Assam
17-May-20,142,0,0,Bihar
17-May-20,0,0,0,Chandigarh
17-May-20,18,0,1,Chhattisgarh
17-May-20,0,0,0,Daman and Diu
17-May-20,422,19,276,Delhi
17-May-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
17-May-20,9,0,0,Goa
17-May-20,391,34,191,Gujarat
17-May-20,2,0,1,Himachal Pradesh
17-May-20,23,1,48,Haryana
17-May-20,6,0,0,Jharkhand
17-May-20,62,1,33,Jammu and Kashmir
17-May-20,55,1,13,Karnataka
17-May-20,14,0,0,Kerala
17-May-20,0,0,0,Ladakh
17-May-20,0,0,0,Lakshadweep
17-May-20,2347,63,600,Maharashtra
17-May-20,0,0,0,Meghalaya
17-May-20,0,0,0,Manipur
17-May-20,187,5,88,Madhya Pradesh
17-May-20,0,0,0,Mizoram
17-May-20,0,0,0,Nagaland
17-May-20,91,1,24,Odisha
17-May-20,18,3,109,Punjab
17-May-20,0,0,0,Puducherry
17-May-20,242,5,111,Rajasthan
17-May-20,0,0,0,Sikkim
17-May-20,42,0,21,Telangana
17-May-20,639,4,634,Tamil Nadu
17-May-20,-2,0,21,Tripura
17-May-20,5049,152,2538,Total
17-May-20,0,0,0,State Unassigned
17-May-20,206,8,195,Uttar Pradesh
17-May-20,1,0,1,Uttarakhand
17-May-20,101,6,67,West Bengal
18-May-20,0,0,0,Andaman and Nicobar Islands
18-May-20,52,0,96,Andhra Pradesh
18-May-20,0,0,0,Arunachal Pradesh
18-May-20,15,2,0,Assam
18-May-20,103,1,44,Bihar
18-May-20,5,0,3,Chandigarh
18-May-20,10,0,0,Chhattisgarh
18-May-20,0,0,0,Daman and Diu
18-May-20,299,12,283,Delhi
18-May-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
18-May-20,9,0,0,Goa
18-May-20,366,35,305,Gujarat
18-May-20,10,0,2,Himachal Pradesh
18-May-20,18,0,36,Haryana
18-May-20,5,0,14,Jharkhand
18-May-20,106,2,34,Jammu and Kashmir
18-May-20,99,0,21,Karnataka
18-May-20,29,0,0,Kerala
18-May-20,0,0,19,Ladakh
18-May-20,0,0,0,Lakshadweep
18-May-20,2005,51,749,Maharashtra
18-May-20,0,0,1,Meghalaya
18-May-20,0,0,0,Manipur
18-May-20,259,4,32,Madhya Pradesh
18-May-20,0,0,0,Mizoram
18-May-20,0,0,0,Nagaland
18-May-20,48,0,57,Odisha
18-May-20,16,2,181,Punjab
18-May-20,0,0,0,Puducherry
18-May-20,305,7,163,Rajasthan
18-May-20,0,0,0,Sikkim
18-May-20,41,0,10,Telangana
18-May-20,536,3,234,Tamil Nadu
18-May-20,0,0,4,Tripura
18-May-20,4628,131,2482,Total
18-May-20,0,0,0,State Unassigned
18-May-20,141,6,147,Uttar Pradesh
18-May-20,4,0,0,Uttarakhand
18-May-20,147,6,47,West Bengal
19-May-20,0,0,0,Andaman and Nicobar Islands
19-May-20,57,2,69,Andhra Pradesh
19-May-20,0,0,0,Arunachal Pradesh
19-May-20,42,0,0,Assam
19-May-20,96,0,0,Bihar
19-May-20,3,0,3,Chandigarh
19-May-20,5,0,0,Chhattisgarh
19-May-20,0,0,0,Daman and Diu
19-May-20,500,6,265,Delhi
19-May-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
19-May-20,8,0,0,Goa
19-May-20,395,25,239,Gujarat
19-May-20,2,1,5,Himachal Pradesh
19-May-20,36,0,29,Haryana
19-May-20,20,0,0,Jharkhand
19-May-20,28,2,38,Jammu and Kashmir
19-May-20,149,3,13,Karnataka
19-May-20,12,0,0,Kerala
19-May-20,0,0,0,Ladakh
19-May-20,0,0,0,Lakshadweep
19-May-20,2078,76,1202,Maharashtra
19-May-20,0,0,0,Meghalaya
19-May-20,2,0,0,Manipur
19-May-20,229,6,196,Madhya Pradesh
19-May-20,0,0,0,Mizoram
19-May-20,0,0,0,Nagaland
19-May-20,102,1,30,Odisha
19-May-20,22,1,95,Punjab
19-May-20,5,0,1,Puducherry
19-May-20,338,5,119,Rajasthan
19-May-20,0,0,0,Sikkim
19-May-20,42,4,9,Telangana
19-May-20,688,3,489,Tamil Nadu
19-May-20,8,0,27,Tripura
19-May-20,6154,146,3032,Total
19-May-20,814,0,0,State Unassigned
19-May-20,321,5,135,Uttar Pradesh
19-May-20,15,0,0,Uttarakhand
19-May-20,137,6,68,West Bengal
20-May-20,0,0,0,Andaman and Nicobar Islands
20-May-20,71,1,43,Andhra Pradesh
20-May-20,0,0,0,Arunachal Pradesh
20-May-20,31,0,7,Assam
20-May-20,257,0,54,Bihar
20-May-20,3,0,79,Chandigarh
20-May-20,14,0,0,Chhattisgarh
20-May-20,0,0,0,Daman and Diu
20-May-20,534,10,442,Delhi
20-May-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
20-May-20,4,0,0,Goa
20-May-20,398,30,176,Gujarat
20-May-20,18,0,3,Himachal Pradesh
20-May-20,29,0,21,Haryana
20-May-20,42,0,2,Jharkhand
20-May-20,73,1,31,Jammu and Kashmir
20-May-20,67,1,13,Karnataka
20-May-20,24,0,5,Kerala
20-May-20,1,0,0,Ladakh
20-May-20,0,0,0,Lakshadweep
20-May-20,2161,65,679,Maharashtra
20-May-20,1,0,0,Meghalaya
20-May-20,16,0,0,Manipur
20-May-20,270,9,103,Madhya Pradesh
20-May-20,0,0,0,Mizoram
20-May-20,0,0,0,Nagaland
20-May-20,74,1,36,Odisha
20-May-20,3,0,152,Punjab
20-May-20,1,0,0,Puducherry
20-May-20,170,4,67,Rajasthan
20-May-20,0,0,0,Sikkim
20-May-20,27,2,2,Telangana
20-May-20,743,3,987,Tamil Nadu
20-May-20,0,0,0,Tripura
20-May-20,5720,134,3113,Total
20-May-20,282,0,0,State Unassigned
20-May-20,249,4,148,Uttar Pradesh
20-May-20,15,0,1,Uttarakhand
20-May-20,142,3,62,West Bengal
21-May-20,0,0,0,Andaman and Nicobar Islands
21-May-20,45,1,41,Andhra Pradesh
21-May-20,0,0,0,Arunachal Pradesh
21-May-20,22,0,6,Assam
21-May-20,211,0,0,Bihar
21-May-20,16,0,42,Chandigarh
21-May-20,14,0,0,Chhattisgarh
21-May-20,0,0,0,Daman and Diu
21-May-20,571,18,375,Delhi
21-May-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
21-May-20,2,0,0,Goa
21-May-20,371,24,269,Gujarat
21-May-20,42,0,5,Himachal Pradesh
21-May-20,37,0,33,Haryana
21-May-20,13,0,7,Jharkhand
21-May-20,59,2,6,Jammu and Kashmir
21-May-20,143,0,15,Karnataka
21-May-20,24,0,8,Kerala
21-May-20,0,0,0,Ladakh
21-May-20,0,0,0,Lakshadweep
21-May-20,2345,64,1408,Maharashtra
21-May-20,0,0,0,Meghalaya
21-May-20,0,0,0,Manipur
21-May-20,246,4,110,Madhya Pradesh
21-May-20,0,0,0,Mizoram
21-May-20,0,0,0,Nagaland
21-May-20,51,1,50,Odisha
21-May-20,23,1,25,Punjab
21-May-20,0,0,0,Puducherry
21-May-20,212,4,81,Rajasthan
21-May-20,0,0,0,Sikkim
21-May-20,38,5,23,Telangana
21-May-20,776,7,400,Tamil Nadu
21-May-20,2,0,32,Tripura
21-May-20,6023,148,3131,Total
21-May-20,307,0,0,State Unassigned
21-May-20,340,11,138,Uttar Pradesh
21-May-20,19,0,0,Uttarakhand
21-May-20,94,6,57,West Bengal
22-May-20,0,0,0,Andaman and Nicobar Islands
22-May-20,62,1,26,Andhra Pradesh
22-May-20,0,0,0,Arunachal Pradesh
22-May-20,15,0,0,Assam
22-May-20,179,2,58,Bihar
22-May-20,1,0,0,Chandigarh
22-May-20,44,0,3,Chhattisgarh
22-May-20,0,0,0,Daman and Diu
22-May-20,660,14,330,Delhi
22-May-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
22-May-20,2,0,9,Goa
22-May-20,363,29,392,Gujarat
22-May-20,16,0,0,Himachal Pradesh
22-May-20,37,2,25,Haryana
22-May-20,20,0,0,Jharkhand
22-May-20,40,0,36,Jammu and Kashmir
22-May-20,138,0,26,Karnataka
22-May-20,42,1,2,Kerala
22-May-20,2,0,0,Ladakh
22-May-20,0,0,0,Lakshadweep
22-May-20,2940,63,857,Maharashtra
22-May-20,0,0,0,Meghalaya
22-May-20,1,0,0,Manipur
22-May-20,189,1,245,Madhya Pradesh
22-May-20,0,0,0,Mizoram
22-May-20,0,0,0,Nagaland
22-May-20,86,0,43,Odisha
22-May-20,1,0,28,Punjab
22-May-20,3,0,0,Puducherry
22-May-20,267,2,195,Rajasthan
22-May-20,0,0,0,Sikkim
22-May-20,62,3,7,Telangana
22-May-20,786,4,846,Tamil Nadu
22-May-20,0,0,4,Tripura
22-May-20,6536,142,3280,Total
22-May-20,217,0,0,State Unassigned
22-May-20,220,14,120,Uttar Pradesh
22-May-20,8,0,0,Uttarakhand
22-May-20,135,6,28,West Bengal
23-May-20,0,0,0,Andaman and Nicobar Islands
23-May-20,47,1,48,Andhra Pradesh
23-May-20,0,0,0,Arunachal Pradesh
23-May-20,121,0,2,Assam
23-May-20,228,0,24,Bihar
23-May-20,6,0,1,Chandigarh
23-May-20,42,0,2,Chhattisgarh
23-May-20,0,0,0,Daman and Diu
23-May-20,591,23,370,Delhi
23-May-20,1,0,0,Dadra and Nagar Haveli and Daman and Diu
23-May-20,1,0,0,Goa
23-May-20,396,27,289,Gujarat
23-May-20,17,0,2,Himachal Pradesh
23-May-20,64,0,44,Haryana
23-May-20,27,0,5,Jharkhand
23-May-20,80,1,54,Jammu and Kashmir
23-May-20,216,1,11,Karnataka
23-May-20,62,0,3,Kerala
23-May-20,3,0,0,Ladakh
23-May-20,0,0,0,Lakshadweep
23-May-20,2608,60,821,Maharashtra
23-May-20,0,0,0,Meghalaya
23-May-20,3,0,0,Manipur
23-May-20,201,9,178,Madhya Pradesh
23-May-20,0,0,0,Mizoram
23-May-20,0,0,0,Nagaland
23-May-20,80,0,61,Odisha
23-May-20,16,0,23,Punjab
23-May-20,0,0,0,Puducherry
23-May-20,248,7,106,Rajasthan
23-May-20,1,0,0,Sikkim
23-May-20,52,1,25,Telangana
23-May-20,759,5,363,Tamil Nadu
23-May-20,16,0,0,Tripura
23-May-20,6663,142,2576,Total
23-May-20,279,0,0,State Unassigned
23-May-20,282,3,82,Uttar Pradesh
23-May-20,91,0,2,Uttarakhand
23-May-20,127,4,60,West Bengal
24-May-20,0,0,0,Andaman and Nicobar Islands
24-May-20,66,0,62,Andhra Pradesh
24-May-20,1,0,0,Arunachal Pradesh
24-May-20,46,0,1,Assam
24-May-20,180,0,49,Bihar
24-May-20,37,1,0,Chandigarh
24-May-20,38,0,0,Chhattisgarh
24-May-20,0,0,0,Daman and Diu
24-May-20,508,30,273,Delhi
24-May-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
24-May-20,11,0,0,Goa
24-May-20,394,29,243,Gujarat
24-May-20,18,0,2,Himachal Pradesh
24-May-20,53,0,15,Haryana
24-May-20,20,1,7,Jharkhand
24-May-20,52,0,35,Jammu and Kashmir
24-May-20,130,0,46,Karnataka
24-May-20,53,1,5,Kerala
24-May-20,3,0,0,Ladakh
24-May-20,0,0,0,Lakshadweep
24-May-20,3041,58,1196,Maharashtra
24-May-20,0,0,0,Meghalaya
24-May-20,3,0,2,Manipur
24-May-20,294,9,141,Madhya Pradesh
24-May-20,0,0,0,Mizoram
24-May-20,0,0,0,Nagaland
24-May-20,67,0,53,Odisha
24-May-20,15,1,28,Punjab
24-May-20,15,0,2,Puducherry
24-May-20,286,3,62,Rajasthan
24-May-20,0,0,0,Sikkim
24-May-20,41,4,24,Telangana
24-May-20,765,8,833,Tamil Nadu
24-May-20,3,0,13,Tripura
24-May-20,7111,156,3285,Total
24-May-20,439,0,0,State Unassigned
24-May-20,251,6,132,Uttar Pradesh
24-May-20,73,2,3,Uttarakhand
24-May-20,208,3,58,West Bengal
25-May-20,0,0,0,Andaman and Nicobar Islands
25-May-20,106,0,51,Andhra Pradesh
25-May-20,0,0,0,Arunachal Pradesh
25-May-20,156,0,5,Assam
25-May-20,163,2,31,Bihar
25-May-20,4,0,8,Chandigarh
25-May-20,40,0,3,Chhattisgarh
25-May-20,0,0,0,Daman and Diu
25-May-20,635,15,231,Delhi
25-May-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
25-May-20,1,0,3,Goa
25-May-20,405,30,224,Gujarat
25-May-20,20,0,4,Himachal Pradesh
25-May-20,29,0,37,Haryana
25-May-20,35,0,0,Jharkhand
25-May-20,47,2,0,Jammu and Kashmir
25-May-20,93,2,51,Karnataka
25-May-20,49,0,12,Kerala
25-May-20,1,0,0,Ladakh
25-May-20,0,0,0,Lakshadweep
25-May-20,2436,60,1186,Maharashtra
25-May-20,1,0,0,Meghalaya
25-May-20,4,0,0,Manipur
25-May-20,194,10,163,Madhya Pradesh
25-May-20,0,0,0,Mizoram
25-May-20,3,0,0,Nagaland
25-May-20,102,0,99,Odisha
25-May-20,21,0,15,Punjab
25-May-20,8,0,5,Puducherry
25-May-20,272,4,208,Rajasthan
25-May-20,0,0,0,Sikkim
25-May-20,66,3,72,Telangana
25-May-20,805,7,407,Tamil Nadu
25-May-20,4,0,0,Tripura
25-May-20,6414,150,3012,Total
25-May-20,304,0,0,State Unassigned
25-May-20,229,8,122,Uttar Pradesh
25-May-20,32,1,0,Uttarakhand
25-May-20,149,6,75,West Bengal
26-May-20,0,0,0,Andaman and Nicobar Islands
26-May-20,97,1,125,Andhra Pradesh
26-May-20,0,0,0,Arunachal Pradesh
26-May-20,134,0,0,Assam
26-May-20,231,1,67,Bihar
26-May-20,12,0,0,Chandigarh
26-May-20,68,0,12,Chhattisgarh
26-May-20,0,0,0,Daman and Diu
26-May-20,412,12,183,Delhi
26-May-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
26-May-20,0,0,9,Goa
26-May-20,361,27,501,Gujarat
26-May-20,24,0,0,Himachal Pradesh
26-May-20,92,0,22,Haryana
26-May-20,21,0,5,Jharkhand
26-May-20,91,1,24,Jammu and Kashmir
26-May-20,101,0,59,Karnataka
26-May-20,67,1,10,Kerala
26-May-20,0,0,0,Ladakh
26-May-20,0,0,0,Lakshadweep
26-May-20,2091,97,1168,Maharashtra
26-May-20,5,0,0,Meghalaya
26-May-20,3,0,0,Manipur
26-May-20,165,5,118,Madhya Pradesh
26-May-20,0,0,0,Mizoram
26-May-20,1,0,0,Nagaland
26-May-20,79,0,84,Odisha
26-May-20,25,0,5,Punjab
26-May-20,0,0,0,Puducherry
26-May-20,236,3,220,Rajasthan
26-May-20,0,0,0,Sikkim
26-May-20,112,1,120,Telangana
26-May-20,646,11,611,Tamil Nadu
26-May-20,34,0,0,Tripura
26-May-20,5907,173,3585,Total
26-May-20,328,0,0,State Unassigned
26-May-20,227,8,164,Uttar Pradesh
26-May-20,51,0,6,Uttarakhand
26-May-20,193,5,72,West Bengal
27-May-20,0,0,0,Andaman and Nicobar Islands
27-May-20,134,1,48,Andhra Pradesh
27-May-20,0,0,0,Arunachal Pradesh
27-May-20,101,0,25,Assam
27-May-20,68,1,118,Bihar
27-May-20,1,0,0,Chandigarh
27-May-20,4,0,4,Chhattisgarh
27-May-20,0,0,0,Daman and Diu
27-May-20,792,15,310,Delhi
27-May-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
27-May-20,1,0,9,Goa
27-May-20,376,23,410,Gujarat
27-May-20,26,2,3,Himachal Pradesh
27-May-20,76,2,14,Haryana
27-May-20,7,0,0,Jharkhand
27-May-20,162,2,21,Jammu and Kashmir
27-May-20,135,3,17,Karnataka
27-May-20,40,0,10,Kerala
27-May-20,1,0,0,Ladakh
27-May-20,0,0,0,Lakshadweep
27-May-20,2190,105,964,Maharashtra
27-May-20,0,0,0,Meghalaya
27-May-20,5,0,0,Manipur
27-May-20,237,8,238,Madhya Pradesh
27-May-20,0,0,0,Mizoram
27-May-20,5,0,0,Nagaland
27-May-20,76,0,79,Odisha
27-May-20,33,0,0,Punjab
27-May-20,0,0,0,Puducherry
27-May-20,280,3,286,Rajasthan
27-May-20,0,0,0,Sikkim
27-May-20,107,6,37,Telangana
27-May-20,817,6,567,Tamil Nadu
27-May-20,10,0,0,Tripura
27-May-20,7246,188,3434,Total
27-May-20,1043,0,0,State Unassigned
27-May-20,267,5,167,Uttar Pradesh
27-May-20,69,0,15,Uttarakhand
27-May-20,183,6,92,West Bengal
28-May-20,0,0,0,Andaman and Nicobar Islands
28-May-20,128,1,68,Andhra Pradesh
28-May-20,1,0,0,Arunachal Pradesh
28-May-20,97,0,16,Assam
28-May-20,149,0,132,Bihar
28-May-20,10,0,2,Chandigarh
28-May-20,34,0,0,Chhattisgarh
28-May-20,0,0,0,Daman and Diu
28-May-20,1024,13,231,Delhi
28-May-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
28-May-20,1,0,1,Goa
28-May-20,367,22,454,Gujarat
28-May-20,8,0,7,Himachal Pradesh
28-May-20,123,1,43,Haryana
28-May-20,6,0,0,Jharkhand
28-May-20,115,1,5,Jammu and Kashmir
28-May-20,115,0,53,Karnataka
28-May-20,85,1,3,Kerala
28-May-20,20,0,0,Ladakh
28-May-20,0,0,0,Lakshadweep
28-May-20,2598,85,698,Maharashtra
28-May-20,1,0,0,Meghalaya
28-May-20,11,0,0,Manipur
28-May-20,192,8,123,Madhya Pradesh
28-May-20,0,0,0,Mizoram
28-May-20,9,0,0,Nagaland
28-May-20,67,0,75,Odisha
28-May-20,19,0,28,Punjab
